
========== OUTPUT ==========
Cloudlet ID    Cloudlet Length    Priority    STATUS    Data center ID    VM ID    VM Type    Time    Start Time    Finish Time
    897            100000            High      SUCCESS        2            34            High        1000        5400.1        6400.1
    1041            80000            High      SUCCESS        2            47            Low         800        5600.1        6400.1
    1090            100000            High      SUCCESS        2            50            Low         1000        5400.1        6400.1
    1133            80000            High      SUCCESS        2            52            Low         800        5600.1        6400.1
    1179            100000            High      SUCCESS        2            55            Low         1000        5400.1        6400.1
    1225            80000            High      SUCCESS        2            58            Low         800        5600.1        6400.1
    1404            70000            High      SUCCESS        2            70            Low         700        5700.1        6400.1
    1659            80000            High      SUCCESS        2            84            Low         800        5600.1        6400.1
    1714            50000            High      SUCCESS        2            87            Low         500        5900.1        6400.1
    1757            50000            High      SUCCESS        2            89            Low         500        5900.1        6400.1
    1776            40000            High      SUCCESS        2            90            Low         400        6000.1        6400.1
    1879            10000            Low       SUCCESS        2            104            Low         100        6300.1        6400.1
    1815            20000            Low       SUCCESS        2            105            Low         200        6200.1        6400.1
    1882            10000            Low       SUCCESS        2            106            Low         100        6300.1        6400.1
    1822            20000            Low       SUCCESS        2            111            Low         200        6200.1        6400.1
    1889            10000            Low       SUCCESS        2            114            Low         100        6300.1        6400.1
    1896            10000            Low       SUCCESS        2            118            Low         100        6300.1        6400.1
    1839            20000            Low       SUCCESS        2            121            Low         200        6200.1        6400.1
    1840            20000            Low       SUCCESS        2            123            Low         200        6200.1        6400.1
    1845            20000            Low       SUCCESS        2            129            Low         200        6200.1        6400.1
    1846            20000            Low       SUCCESS        2            131            Low         200        6200.1        6400.1
    1847            20000            Low       SUCCESS        2            133            Low         200        6200.1        6400.1
    1849            20000            Low       SUCCESS        2            137            Low         200        6200.1        6400.1
    1864            10000            Low       SUCCESS        2            145            Low         100        6300.1        6400.1
    1865            20000            Low       SUCCESS        2            147            Low         200        6200.1        6400.1
    688            100000            High      SUCCESS        2            8            High        1000        5500.1        6500.1
    615            60000            High      SUCCESS        2            26            High        600        5900.1        6500.1
    666            80000            High      SUCCESS        2            30            High        800        5700.1        6500.1
    722            50000            High      SUCCESS        2            36            High        500        6000.1        6500.1
    1164            40000            High      SUCCESS        2            54            Low         400        6100.1        6500.1
    1446            70000            High      SUCCESS        2            72            Low         700        5800.1        6500.1
    1680            50000            High      SUCCESS        2            85            Low         500        6000.1        6500.1
    1878            20000            Low       SUCCESS        2            102            Low         200        6300.1        6500.1
    1931            10000            Low       SUCCESS        2            103            Low         100        6400.1        6500.1
    1883            20000            Low       SUCCESS        2            108            Low         200        6300.1        6500.1
    1885            20000            Low       SUCCESS        2            110            Low         200        6300.1        6500.1
    1887            20000            Low       SUCCESS        2            112            Low         200        6300.1        6500.1
    1894            20000            Low       SUCCESS        2            116            Low         200        6300.1        6500.1
    1899            20000            Low       SUCCESS        2            120            Low         200        6300.1        6500.1
    1912            10000            Low       SUCCESS        2            128            Low         100        6400.1        6500.1
    1913            10000            Low       SUCCESS        2            130            Low         100        6400.1        6500.1
    1918            10000            Low       SUCCESS        2            136            Low         100        6400.1        6500.1
    1920            10000            Low       SUCCESS        2            138            Low         100        6400.1        6500.1
    1921            10000            Low       SUCCESS        2            140            Low         100        6400.1        6500.1
    1863            20000            Low       SUCCESS        2            143            Low         200        6300.1        6500.1
    1924            10000            Low       SUCCESS        2            144            Low         100        6400.1        6500.1
    1927            10000            Low       SUCCESS        2            146            Low         100        6400.1        6500.1
    846            30000            High      SUCCESS        2            18            High        300        6300.1        6600.1
    777            80000            High      SUCCESS        2            24            High        800        5800.1        6600.1
    851            100000            High      SUCCESS        2            28            High        1000        5600.1        6600.1
    860            70000            High      SUCCESS        2            40            Low         700        5900.1        6600.1
    992            100000            High      SUCCESS        2            45            Low         1000        5600.1        6600.1
    1020            60000            High      SUCCESS        2            46            Low         600        6000.1        6600.1
    1069            100000            High      SUCCESS        2            49            Low         1000        5600.1        6600.1
    1270            30000            High      SUCCESS        2            60            Low         300        6300.1        6600.1
    1323            100000            High      SUCCESS        2            64            Low         1000        5600.1        6600.1
    1563            100000            High      SUCCESS        2            78            Low         1000        5600.1        6600.1
    1611            50000            High      SUCCESS        2            81            Low         500        6100.1        6600.1
    1838            30000            High      SUCCESS        2            95            Low         300        6300.1        6600.1
    1933            10000            Low       SUCCESS        2            105            Low         100        6500.1        6600.1
    1941            10000            Low       SUCCESS        2            115            Low         100        6500.1        6600.1
    1942            10000            Low       SUCCESS        2            117            Low         100        6500.1        6600.1
    1947            10000            Low       SUCCESS        2            119            Low         100        6500.1        6600.1
    1949            10000            Low       SUCCESS        2            121            Low         100        6500.1        6600.1
    1902            20000            Low       SUCCESS        2            122            Low         200        6400.1        6600.1
    1950            10000            Low       SUCCESS        2            123            Low         100        6500.1        6600.1
    1910            20000            Low       SUCCESS        2            124            Low         200        6400.1        6600.1
    1951            10000            Low       SUCCESS        2            125            Low         100        6500.1        6600.1
    1911            20000            Low       SUCCESS        2            126            Low         200        6400.1        6600.1
    1955            10000            Low       SUCCESS        2            129            Low         100        6500.1        6600.1
    1914            20000            Low       SUCCESS        2            132            Low         200        6400.1        6600.1
    1957            10000            Low       SUCCESS        2            133            Low         100        6500.1        6600.1
    1916            20000            Low       SUCCESS        2            134            Low         200        6400.1        6600.1
    1922            20000            Low       SUCCESS        2            142            Low         200        6400.1        6600.1
    869            90000            High      SUCCESS        2            2            High        900        5800.1        6700.1
    853            20000            High      SUCCESS        2            36            High        200        6500.1        6700.1
    911            70000            High      SUCCESS        2            41            Low         700        6000.1        6700.1
    930            100000            High      SUCCESS        2            42            Low         1000        5700.1        6700.1
    1042            30000            High      SUCCESS        2            47            Low         300        6400.1        6700.1
    1137            30000            High      SUCCESS        2            52            Low         300        6400.1        6700.1
    1287            50000            High      SUCCESS        2            61            Low         500        6200.1        6700.1
    1338            70000            High      SUCCESS        2            65            Low         700        6000.1        6700.1
    1395            100000            High      SUCCESS        2            69            Low         1000        5700.1        6700.1
    1452            20000            High      SUCCESS        2            72            Low         200        6500.1        6700.1
    1681            20000            High      SUCCESS        2            85            Low         200        6500.1        6700.1
    1694            100000            High      SUCCESS        2            86            Low         1000        5700.1        6700.1
    1793            60000            High      SUCCESS        2            91            Low         600        6100.1        6700.1
    1856            50000            High      SUCCESS        2            96            Low         500        6200.1        6700.1
    1898            40000            High      SUCCESS        2            100            Low         400        6300.1        6700.1
    1976            10000            Low       SUCCESS        2            106            Low         100        6600.1        6700.1
    1934            20000            Low       SUCCESS        2            107            Low         200        6500.1        6700.1
    1938            20000            Low       SUCCESS        2            109            Low         200        6500.1        6700.1
    1981            10000            Low       SUCCESS        2            110            Low         100        6600.1        6700.1
    1939            20000            Low       SUCCESS        2            111            Low         200        6500.1        6700.1
    1982            10000            Low       SUCCESS        2            112            Low         100        6600.1        6700.1
    1940            20000            Low       SUCCESS        2            113            Low         200        6500.1        6700.1
    1984            10000            Low       SUCCESS        2            114            Low         100        6600.1        6700.1
    1952            20000            Low       SUCCESS        2            127            Low         200        6500.1        6700.1
    1956            20000            Low       SUCCESS        2            131            Low         200        6500.1        6700.1
    1965            10000            Low       SUCCESS        2            143            Low         100        6600.1        6700.1
    1972            10000            Low       SUCCESS        2            145            Low         100        6600.1        6700.1
    879            70000            High      SUCCESS        2            10            High        700        6100.1        6800.1
    950            70000            High      SUCCESS        2            43            Low         700        6100.1        6800.1
    1308            50000            High      SUCCESS        2            63            Low         500        6300.1        6800.1
    1367            60000            High      SUCCESS        2            67            Low         600        6200.1        6800.1
    1542            80000            High      SUCCESS        2            77            Low         800        6000.1        6800.1
    1647            70000            High      SUCCESS        2            83            Low         700        6100.1        6800.1
    1685            10000            High      SUCCESS        2            85            Low         100        6700.1        6800.1
    1727            100000            High      SUCCESS        2            88            Low         1000        5800.1        6800.1
    1818            70000            High      SUCCESS        2            93            Low         700        6100.1        6800.1
    1980            20000            Low       SUCCESS        2            108            Low         200        6600.1        6800.1
    2016            10000            Low       SUCCESS        2            109            Low         100        6700.1        6800.1
    2021            10000            Low       SUCCESS        2            113            Low         100        6700.1        6800.1
    2022            10000            Low       SUCCESS        2            115            Low         100        6700.1        6800.1
    1994            10000            Low       SUCCESS        2            124            Low         100        6700.1        6800.1
    1996            10000            Low       SUCCESS        2            128            Low         100        6700.1        6800.1
    1997            10000            Low       SUCCESS        2            130            Low         100        6700.1        6800.1
    1998            10000            Low       SUCCESS        2            132            Low         100        6700.1        6800.1
    1999            10000            Low       SUCCESS        2            134            Low         100        6700.1        6800.1
    1958            20000            Low       SUCCESS        2            135            Low         200        6600.1        6800.1
    1959            20000            Low       SUCCESS        2            137            Low         200        6600.1        6800.1
    1961            20000            Low       SUCCESS        2            139            Low         200        6600.1        6800.1
    2005            10000            Low       SUCCESS        2            140            Low         100        6700.1        6800.1
    1964            20000            Low       SUCCESS        2            141            Low         200        6600.1        6800.1
    2006            10000            Low       SUCCESS        2            142            Low         100        6700.1        6800.1
    2011            10000            Low       SUCCESS        2            146            Low         100        6700.1        6800.1
    1974            20000            Low       SUCCESS        2            147            Low         200        6600.1        6800.1
    905            10000            High      SUCCESS        2            10            High        100        6800.1        6900.1
    847            70000            High      SUCCESS        2            20            High        700        6200.1        6900.1
    810            90000            High      SUCCESS        2            22            High        900        6000.1        6900.1
    714            100000            High      SUCCESS        2            32            High        1000        5900.1        6900.1
    888            70000            High      SUCCESS        2            38            High        700        6200.1        6900.1
    1022            30000            High      SUCCESS        2            46            Low         300        6600.1        6900.1
    1058            90000            High      SUCCESS        2            48            Low         900        6000.1        6900.1
    1091            50000            High      SUCCESS        2            50            Low         500        6400.1        6900.1
    1150            100000            High      SUCCESS        2            53            Low         1000        5900.1        6900.1
    1182            50000            High      SUCCESS        2            55            Low         500        6400.1        6900.1
    1324            30000            High      SUCCESS        2            64            Low         300        6600.1        6900.1
    1468            70000            High      SUCCESS        2            73            Low         700        6200.1        6900.1
    1500            60000            High      SUCCESS        2            75            Low         600        6300.1        6900.1
    1587            100000            High      SUCCESS        2            79            Low         1000        5900.1        6900.1
    1630            90000            High      SUCCESS        2            82            Low         900        6000.1        6900.1
    1687            10000            High      SUCCESS        2            85            Low         100        6800.1        6900.1
    1799            90000            High      SUCCESS        2            92            Low         900        6000.1        6900.1
    2019            20000            Low       SUCCESS        2            111            Low         200        6700.1        6900.1
    1985            20000            Low       SUCCESS        2            116            Low         200        6700.1        6900.1
    1986            20000            Low       SUCCESS        2            118            Low         200        6700.1        6900.1
    1988            20000            Low       SUCCESS        2            120            Low         200        6700.1        6900.1
    1992            20000            Low       SUCCESS        2            122            Low         200        6700.1        6900.1
    2031            10000            Low       SUCCESS        2            123            Low         100        6800.1        6900.1
    2032            10000            Low       SUCCESS        2            125            Low         100        6800.1        6900.1
    1995            20000            Low       SUCCESS        2            126            Low         200        6700.1        6900.1
    2037            10000            Low       SUCCESS        2            131            Low         100        6800.1        6900.1
    2000            20000            Low       SUCCESS        2            136            Low         200        6700.1        6900.1
    2004            20000            Low       SUCCESS        2            138            Low         200        6700.1        6900.1
    2046            10000            Low       SUCCESS        2            139            Low         100        6800.1        6900.1
    2052            10000            Low       SUCCESS        2            143            Low         100        6800.1        6900.1
    2009            20000            Low       SUCCESS        2            144            Low         200        6700.1        6900.1
    1598            30000            High      SUCCESS        2            2            High        300        6700.1        7000.1
    959            10000            High      SUCCESS        2            10            High        100        6900.1        7000.1
    737            90000            High      SUCCESS        2            14            High        900        6100.1        7000.1
    908            60000            High      SUCCESS        2            34            High        600        6400.1        7000.1
    889            40000            High      SUCCESS        2            40            Low         400        6600.1        7000.1
    1123            80000            High      SUCCESS        2            51            Low         800        6200.1        7000.1
    1210            90000            High      SUCCESS        2            57            Low         900        6100.1        7000.1
    1227            60000            High      SUCCESS        2            58            Low         600        6400.1        7000.1
    1353            90000            High      SUCCESS        2            66            Low         900        6100.1        7000.1
    1476            80000            High      SUCCESS        2            74            Low         800        6200.1        7000.1
    1528            70000            High      SUCCESS        2            76            Low         700        6300.1        7000.1
    1596            90000            High      SUCCESS        2            80            Low         900        6100.1        7000.1
    1716            60000            High      SUCCESS        2            87            Low         600        6400.1        7000.1
    1827            90000            High      SUCCESS        2            94            Low         900        6100.1        7000.1
    2025            20000            Low       SUCCESS        2            117            Low         200        6800.1        7000.1
    2026            20000            Low       SUCCESS        2            119            Low         200        6800.1        7000.1
    2029            20000            Low       SUCCESS        2            121            Low         200        6800.1        7000.1
    2034            20000            Low       SUCCESS        2            127            Low         200        6800.1        7000.1
    2081            10000            Low       SUCCESS        2            128            Low         100        6900.1        7000.1
    2035            20000            Low       SUCCESS        2            129            Low         200        6800.1        7000.1
    2038            20000            Low       SUCCESS        2            133            Low         200        6800.1        7000.1
    2044            20000            Low       SUCCESS        2            135            Low         200        6800.1        7000.1
    2045            20000            Low       SUCCESS        2            137            Low         200        6800.1        7000.1
    2093            10000            Low       SUCCESS        2            138            Low         100        6900.1        7000.1
    2047            20000            Low       SUCCESS        2            141            Low         200        6800.1        7000.1
    2053            20000            Low       SUCCESS        2            145            Low         200        6800.1        7000.1
    2059            20000            Low       SUCCESS        2            147            Low         200        6800.1        7000.1
    872            70000            High      SUCCESS        2            4            High        700        6400.1        7100.1
    962            10000            High      SUCCESS        2            10            High        100        7000.1        7100.1
    690            100000            High      SUCCESS        2            12            High        1000        6100.1        7100.1
    881            50000            High      SUCCESS        2            18            High        500        6600.1        7100.1
    987            20000            High      SUCCESS        2            20            High        200        6900.1        7100.1
    990            20000            High      SUCCESS        2            22            High        200        6900.1        7100.1
    662            60000            High      SUCCESS        2            26            High        600        6500.1        7100.1
    1081            20000            High      SUCCESS        2            32            High        200        6900.1        7100.1
    1295            10000            High      SUCCESS        2            34            High        100        7000.1        7100.1
    935            40000            High      SUCCESS        2            36            High        400        6700.1        7100.1
    1111            20000            High      SUCCESS        2            38            High        200        6900.1        7100.1
    1172            10000            Low       SUCCESS        2            40            Low         100        7000.1        7100.1
    958            90000            High      SUCCESS        2            44            Low         900        6200.1        7100.1
    1004            50000            High      SUCCESS        2            45            Low         500        6600.1        7100.1
    1165            60000            High      SUCCESS        2            54            Low         600        6500.1        7100.1
    1257            80000            High      SUCCESS        2            59            Low         800        6300.1        7100.1
    1435            100000            High      SUCCESS        2            71            Low         1000        6100.1        7100.1
    1614            50000            High      SUCCESS        2            81            Low         500        6600.1        7100.1
    1760            70000            High      SUCCESS        2            89            Low         700        6400.1        7100.1
    1842            50000            High      SUCCESS        2            95            Low         500        6600.1        7100.1
    1868            80000            High      SUCCESS        2            97            Low         800        6300.1        7100.1
    2066            20000            High      SUCCESS        2            111            Low         200        6900.1        7100.1
    2064            20000            Low       SUCCESS        2            114            Low         200        6900.1        7100.1
    2068            20000            Low       SUCCESS        2            116            Low         200        6900.1        7100.1
    2070            20000            Low       SUCCESS        2            118            Low         200        6900.1        7100.1
    2073            20000            Low       SUCCESS        2            120            Low         200        6900.1        7100.1
    2075            20000            Low       SUCCESS        2            122            Low         200        6900.1        7100.1
    2077            20000            Low       SUCCESS        2            124            Low         200        6900.1        7100.1
    2079            20000            Low       SUCCESS        2            126            Low         200        6900.1        7100.1
    2083            20000            Low       SUCCESS        2            130            Low         200        6900.1        7100.1
    2086            20000            Low       SUCCESS        2            132            Low         200        6900.1        7100.1
    2088            20000            Low       SUCCESS        2            134            Low         200        6900.1        7100.1
    2092            20000            Low       SUCCESS        2            136            Low         200        6900.1        7100.1
    2096            20000            Low       SUCCESS        2            140            Low         200        6900.1        7100.1
    2101            10000            Low       SUCCESS        2            146            Low         100        7000.1        7100.1
    1623            10000            High      SUCCESS        2            4            High        100        7100.1        7200.1
    836            100000            High      SUCCESS        2            6            High        1000        6200.1        7200.1
    733            70000            High      SUCCESS        2            8            High        700        6500.1        7200.1
    964            10000            High      SUCCESS        2            10            High        100        7100.1        7200.1
    736            10000            High      SUCCESS        2            12            High        100        7100.1        7200.1
    906            20000            High      SUCCESS        2            14            High        200        7000.1        7200.1
    738            100000            High      SUCCESS        2            16            High        1000        6200.1        7200.1
    1009            10000            High      SUCCESS        2            18            High        100        7100.1        7200.1
    1017            10000            High      SUCCESS        2            20            High        100        7100.1        7200.1
    1126            10000            High      SUCCESS        2            22            High        100        7100.1        7200.1
    885            60000            High      SUCCESS        2            24            High        600        6600.1        7200.1
    1177            10000            High      SUCCESS        2            26            High        100        7100.1        7200.1
    886            60000            High      SUCCESS        2            28            High        600        6600.1        7200.1
    745            70000            High      SUCCESS        2            30            High        700        6500.1        7200.1
    951            40000            High      SUCCESS        2            43            Low         400        6800.1        7200.1
    1139            50000            High      SUCCESS        2            52            Low         500        6700.1        7200.1
    1196            100000            High      SUCCESS        2            56            Low         1000        6200.1        7200.1
    1297            100000            High      SUCCESS        2            62            Low         1000        6200.1        7200.1
    1325            30000            High      SUCCESS        2            64            Low         300        6900.1        7200.1
    1565            60000            High      SUCCESS        2            78            Low         600        6600.1        7200.1
    1663            80000            High      SUCCESS        2            84            Low         800        6400.1        7200.1
    1688            30000            High      SUCCESS        2            85            Low         300        6900.1        7200.1
    1717            20000            High      SUCCESS        2            87            Low         200        7000.1        7200.1
    1778            80000            High      SUCCESS        2            90            Low         800        6400.1        7200.1
    1880            90000            High      SUCCESS        2            98            Low         900        6300.1        7200.1
    1891            90000            High      SUCCESS        2            99            Low         900        6300.1        7200.1
    1908            80000            High      SUCCESS        2            101            Low         800        6400.1        7200.1
    2001            50000            High      SUCCESS        2            106            Low         500        6700.1        7200.1
    2110            10000            Low       SUCCESS        2            124            Low         100        7100.1        7200.1
    2115            20000            Low       SUCCESS        2            128            Low         200        7000.1        7200.1
    2116            10000            Low       SUCCESS        2            130            Low         100        7100.1        7200.1
    2117            10000            Low       SUCCESS        2            132            Low         100        7100.1        7200.1
    2132            20000            Low       SUCCESS        2            138            Low         200        7000.1        7200.1
    2098            20000            Low       SUCCESS        2            142            Low         200        7000.1        7200.1
    2100            20000            Low       SUCCESS        2            144            Low         200        7000.1        7200.1
    2144            10000            Low       SUCCESS        2            146            Low         100        7100.1        7200.1
    1235            10000            High      SUCCESS        2            28            High        100        7200.1        7300.1
    1072            70000            High      SUCCESS        2            49            Low         700        6600.1        7300.1
    1154            40000            High      SUCCESS        2            53            Low         400        6900.1        7300.1
    1272            70000            High      SUCCESS        2            60            Low         700        6600.1        7300.1
    1378            100000            High      SUCCESS        2            68            Low         1000        6300.1        7300.1
    1649            50000            High      SUCCESS        2            83            Low         500        6800.1        7300.1
    1730            50000            High      SUCCESS        2            88            Low         500        6800.1        7300.1
    1763            20000            High      SUCCESS        2            89            Low         200        7100.1        7300.1
    1930            80000            High      SUCCESS        2            102            Low         800        6500.1        7300.1
    2018            60000            High      SUCCESS        2            107            Low         600        6700.1        7300.1
    2103            20000            Low       SUCCESS        2            116            Low         200        7100.1        7300.1
    2106            20000            Low       SUCCESS        2            118            Low         200        7100.1        7300.1
    2108            20000            Low       SUCCESS        2            120            Low         200        7100.1        7300.1
    2109            20000            Low       SUCCESS        2            122            Low         200        7100.1        7300.1
    2150            10000            Low       SUCCESS        2            124            Low         100        7200.1        7300.1
    2113            20000            Low       SUCCESS        2            126            Low         200        7100.1        7300.1
    2162            10000            Low       SUCCESS        2            128            Low         100        7200.1        7300.1
    2164            10000            Low       SUCCESS        2            130            Low         100        7200.1        7300.1
    2118            20000            Low       SUCCESS        2            134            Low         200        7100.1        7300.1
    2130            20000            Low       SUCCESS        2            136            Low         200        7100.1        7300.1
    2133            20000            Low       SUCCESS        2            140            Low         200        7100.1        7300.1
    2137            10000            Low       SUCCESS        2            144            Low         100        7200.1        7300.1
    2180            10000            Low       SUCCESS        2            146            Low         100        7200.1        7300.1
    934            70000            High      SUCCESS        2            42            Low         700        6700.1        7400.1
    967            20000            Low       SUCCESS        2            43            Low         200        7200.1        7400.1
    1046            70000            High      SUCCESS        2            47            Low         700        6700.1        7400.1
    1184            50000            High      SUCCESS        2            55            Low         500        6900.1        7400.1
    1409            100000            High      SUCCESS        2            70            Low         1000        6400.1        7400.1
    1469            50000            High      SUCCESS        2            73            Low         500        6900.1        7400.1
    1719            20000            High      SUCCESS        2            87            Low         200        7200.1        7400.1
    1850            30000            High      SUCCESS        2            95            Low         300        7100.1        7400.1
    1900            70000            High      SUCCESS        2            100            Low         700        6700.1        7400.1
    2043            60000            High      SUCCESS        2            109            Low         600        6800.1        7400.1
    2204            10000            Low       SUCCESS        2            123            Low         100        7300.1        7400.1
    2156            10000            Low       SUCCESS        2            126            Low         100        7300.1        7400.1
    2207            10000            Low       SUCCESS        2            127            Low         100        7300.1        7400.1
    2189            10000            Low       SUCCESS        2            128            Low         100        7300.1        7400.1
    2208            10000            Low       SUCCESS        2            129            Low         100        7300.1        7400.1
    2209            10000            Low       SUCCESS        2            131            Low         100        7300.1        7400.1
    2165            20000            Low       SUCCESS        2            132            Low         200        7200.1        7400.1
    2212            10000            Low       SUCCESS        2            133            Low         100        7300.1        7400.1
    2169            10000            Low       SUCCESS        2            134            Low         100        7300.1        7400.1
    2213            10000            Low       SUCCESS        2            135            Low         100        7300.1        7400.1
    2214            10000            Low       SUCCESS        2            137            Low         100        7300.1        7400.1
    2173            20000            Low       SUCCESS        2            138            Low         200        7200.1        7400.1
    2174            10000            Low       SUCCESS        2            140            Low         100        7300.1        7400.1
    2134            20000            Low       SUCCESS        2            142            Low         200        7200.1        7400.1
    2178            10000            Low       SUCCESS        2            144            Low         100        7300.1        7400.1
    2201            10000            Low       SUCCESS        2            146            Low         100        7300.1        7400.1
    912            80000            High      SUCCESS        2            41            Low         800        6700.1        7500.1
    1024            60000            High      SUCCESS        2            46            Low         600        6900.1        7500.1
    1092            60000            High      SUCCESS        2            50            Low         600        6900.1        7500.1
    1127            50000            High      SUCCESS        2            51            Low         500        7000.1        7500.1
    1140            30000            High      SUCCESS        2            52            Low         300        7200.1        7500.1
    1310            70000            High      SUCCESS        2            63            Low         700        6800.1        7500.1
    1398            80000            High      SUCCESS        2            69            Low         800        6700.1        7500.1
    1455            80000            High      SUCCESS        2            72            Low         800        6700.1        7500.1
    1482            50000            High      SUCCESS        2            74            Low         500        7000.1        7500.1
    1619            40000            High      SUCCESS        2            81            Low         400        7100.1        7500.1
    1699            80000            High      SUCCESS        2            86            Low         800        6700.1        7500.1
    1857            80000            High      SUCCESS        2            96            Low         800        6700.1        7500.1
    1946            100000            High      SUCCESS        2            103            Low         1000        6500.1        7500.1
    1963            90000            High      SUCCESS        2            104            Low         900        6600.1        7500.1
    2028            70000            High      SUCCESS        2            108            Low         700        6800.1        7500.1
    2148            20000            Low       SUCCESS        2            120            Low         200        7300.1        7500.1
    2149            20000            Low       SUCCESS        2            122            Low         200        7300.1        7500.1
    2187            20000            Low       SUCCESS        2            124            Low         200        7300.1        7500.1
    2205            20000            Low       SUCCESS        2            125            Low         200        7300.1        7500.1
    2188            10000            Low       SUCCESS        2            126            Low         100        7400.1        7500.1
    2190            20000            Low       SUCCESS        2            130            Low         200        7300.1        7500.1
    2170            20000            Low       SUCCESS        2            136            Low         200        7300.1        7500.1
    2196            10000            Low       SUCCESS        2            140            Low         100        7400.1        7500.1
    2175            10000            Low       SUCCESS        2            142            Low         100        7400.1        7500.1
    2222            10000            Low       SUCCESS        2            143            Low         100        7400.1        7500.1
    2199            10000            Low       SUCCESS        2            144            Low         100        7400.1        7500.1
    2224            10000            Low       SUCCESS        2            145            Low         100        7400.1        7500.1
    2225            10000            Low       SUCCESS        2            147            Low         100        7400.1        7500.1
    966            10000            Low       SUCCESS        2            41            Low         100        7500.1        7600.1
    1064            20000            Low       SUCCESS        2            43            Low         200        7400.1        7600.1
    1229            60000            High      SUCCESS        2            58            Low         600        7000.1        7600.1
    1291            90000            High      SUCCESS        2            61            Low         900        6700.1        7600.1
    1356            60000            High      SUCCESS        2            66            Low         600        7000.1        7600.1
